steer,nombre,vitesse
-0.00,28255,21
0.00,28256,21
0.01,28257,21
-0.00,28258,20
0.00,28259,20
0.00,28260,20
0.01,28261,20
0.01,28262,20
0.02,28263,20
0.01,28264,20
0.01,28265,21
0.01,28266,21
0.01,28267,22
0.01,28268,22
0.00,28269,22
-0.00,28270,22
-0.00,28271,22
-0.01,28272,22
-0.01,28273,22
-0.01,28274,22
-0.01,28275,22
-0.01,28276,22
-0.00,28277,21
0.00,28278,21
-0.00,28279,21
-0.00,28280,21
0.00,28281,21
0.01,28282,20
0.01,28283,20
0.00,28284,20
0.00,28285,20
0.01,28286,20
0.01,28289,21
0.01,28290,21
0.01,28287,20
0.02,28288,20
0.01,28291,22
0.01,28292,22
-0.00,28294,22
0.00,28293,22
-0.01,28295,22
-0.01,28296,22
-0.01,28297,22
-0.01,28298,22
-0.01,28299,22
-0.01,28300,22
-0.00,28301,21
0.00,28303,21
0.00,28302,21
0.00,28304,21
0.00,28305,21
0.00,28306,20
0.01,28307,20
0.01,28308,20
0.00,28309,20
0.00,28310,20
0.01,28311,20
0.01,28312,20
0.02,28313,21
0.02,28314,21
0.01,28315,22
0.00,28316,22
0.00,28317,22
0.00,28318,22
-0.00,28319,22
-0.01,28321,22
-0.01,28320,22
-0.01,28322,22
-0.01,28323,20
0.01,28324,18
0.10,28325,14
0.23,28326,10
0.27,28327, 6
0.28,28328, 2
0.29,28329, 0
0.00,28330, 0
0.00,28331, 0
0.00,28332, 0
0.00,28333, 0
0.00,28334, 0
0.00,28335, 0
0.00,28336, 0
0.00,28337, 0
0.00,28338, 0
0.00,28339, 0
0.00,28340, 0
0.00,28341, 0
0.00,28342, 0
0.00,28343, 0
0.00,28344, 0
0.00,28345, 0
0.00,28346, 0
0.00,28347, 0
0.00,28348, 0
0.00,28349, 0
0.00,28350, 0
0.00,28351, 0
0.00,28352, 0
0.00,28353, 0
0.00,28354, 0
0.00,28355, 0
0.00,28356, 0
0.00,28357, 0
0.00,28358, 0
0.00,28359, 0
0.00,28360, 0
0.00,28363, 0
0.00,28361, 0
0.00,28362, 0
0.00,28364, 0
0.00,28365, 0
0.00,28366, 0
0.00,28367, 0
0.00,28368, 0
0.00,28371, 0
0.00,28370, 0
0.00,28369, 0
0.00,28372, 0
0.00,28373, 0
0.00,28374, 0
0.00,28375, 0
0.00,28376, 0
0.00,28377, 0
0.00,28378, 0
0.00,28379, 0
0.00,28380, 0
0.00,28381, 0
0.00,28382, 0
0.00,28383, 0
0.00,28385, 0
0.00,28384, 0
0.00,28386, 0
0.00,28387, 0
0.00,28388, 0
0.00,28390, 0
0.00,28389, 0
0.00,28391, 0
0.00,28392, 0
0.00,28393, 0
0.00,28394, 0
0.00,28395, 0
0.00,28396, 0
0.00,28397, 0
0.00,28398, 0
0.00,28400, 0
0.00,28399, 0
0.00,28401, 0
0.00,28402, 0
0.00,28403, 0
0.00,28404, 0
0.00,28405, 0
0.00,28406, 0
0.00,28407, 0
0.00,28408, 0
0.00,28409, 0
0.00,28410, 0
0.00,28411, 0
0.00,28412, 0
0.00,28413, 0
0.00,28415, 0
0.00,28414, 0
0.00,28416, 0
0.00,28417, 0
0.00,28418, 0
0.00,28419, 0
0.00,28420, 0
0.00,28421, 0
0.00,28422, 0
0.00,28423, 0
0.00,28424, 0
0.00,28425, 0
0.00,28426, 0
0.00,28427, 0
0.00,28428, 0
0.00,28429, 0
0.00,28430, 0
0.00,28431, 0
0.00,28432, 0
0.00,28433, 0
0.00,28434, 0
0.00,28435, 0
0.00,28436, 0
0.00,28437, 0
0.00,28438, 0
0.00,28439, 0
0.00,28440, 0
0.00,28442, 0
0.00,28441, 0
0.00,28443, 0
0.00,28444, 0
0.00,28445, 0
0.00,28446, 0
0.00,28447, 0
0.00,28448, 0
0.00,28449, 0
0.00,28451, 0
0.00,28450, 0
0.00,28452, 0
0.00,28453, 0
0.00,28454, 0
0.00,28455, 0
0.00,28456, 0
0.00,28457, 0
0.00,28458, 0
0.00,28459, 0
0.00,28460, 0
0.00,28461, 0
0.00,28462, 0
0.00,28463, 0
0.00,28464, 0
0.00,28465, 0
0.00,28466, 0
0.00,28467, 0
0.00,28468, 0
0.00,28470, 0
0.00,28469, 0
0.00,28471, 0
0.00,28472, 0
0.00,28473, 0
0.00,28474, 0
0.00,28475, 2
0.00,28476, 3
0.00,28477, 5
0.00,28478, 6
0.00,28479, 7
0.00,28480, 8
-2.45,28481, 9
-2.39,28482,11
-2.25,28483,12
-2.10,28484,13
-1.94,28485,14
-1.78,28486,15
-1.63,28487,16
-7.71,28488,18
-7.59,28489,19
-7.59,28490,19
-6.99,28491,20
-6.26,28492,21
-5.54,28493,22
-4.86,28494,22
-12.17,28495,23
-11.78,28496,23
-10.72,28497,23
-9.50,28498,24
-16.61,28499,24
-16.61,28500,24
-15.88,28501,24
-14.42,28502,24
-12.81,28503,23
-11.29,28504,23
-26.73,28505,23
-26.21,28506,23
-24.34,28507,22
-19.71,28509,22
-36.59,28511,21
-22.01,28508,22
-17.61,28510,22
-27.86,28513,20
-27.86,28515,20
-27.86,28512,20
-27.86,28514,20
-40.98,28516,20
-39.44,28517,20
-39.44,28518,20
-33.68,28519,20
-30.71,28520,21
-30.71,28521,21
-27.91,28522,22
0.00,28523,22
-37.99,28524,22
-40.32,28525,22
-41.12,28526,22
-41.12,28527,22
-39.12,28528,22
-30.14,28530,22
-30.14,28529,22
-27.00,28531,22
-19.03,28532,22
-19.03,28533,22
-14.47,28535,22
-12.75,28536,21
-8.04,28537,21
-6.81,28539,21
-5.88,28540,21
-4.50,28541,20
-4.50,28542,20
-2.92,28543,20
-2.09,28544,20
-2.09,28545,20
-1.60,28546,20
-1.60,28547,20
-1.41,28548,21
-0.52,28549,22
-0.52,28550,22
-0.42,28551,22
-0.36,28552,22
-0.30,28553,22
-0.02,28554,22
0.03,28555,22
0.04,28556,22
0.04,28557,22
0.04,28558,22
0.13,28559,22
0.13,28560,21
0.11,28561,21
0.10,28562,21
0.08,28563,21
0.12,28564,21
0.10,28565,20
0.09,28566,20
0.08,28567,20
0.06,28568,20
0.08,28569,20
0.07,28570,20
0.05,28571,20
0.04,28572,21
0.03,28573,21
0.03,28574,22
0.02,28575,22
0.02,28576,22
0.02,28577,22
0.02,28580,22
0.02,28578,22
0.02,28579,22
0.02,28581,22
0.02,28582,22
0.01,28583,22
0.02,28584,21
0.01,28585,21
0.01,28586,21
0.01,28587,21
0.01,28589,20
0.00,28588,21
0.01,28590,20
0.00,28591,20
0.00,28592,20
-0.00,28593,20
0.00,28594,20
-0.00,28595,20
-0.01,28596,21
-0.01,28597,21
-0.02,28598,22
-0.02,28599,22
-0.01,28600,22
-0.01,28601,22
-0.01,28602,22
-0.00,28603,22
0.01,28604,22
0.01,28605,22
0.01,28606,22
0.00,28607,22
-0.00,28608,21
0.00,28609,21
0.00,28610,21
0.00,28611,21
-0.00,28612,21
-0.00,28613,20
0.00,28614,20
0.00,28615,20
0.00,28616,20
0.00,28617,20
-0.00,28618,20
-0.01,28619,21
-0.01,28620,21
-0.01,28621,21
-0.01,28623,22
-0.01,28622,22
-0.01,28625,22
-0.01,28624,22
-0.00,28626,22
0.00,28628,22
0.01,28629,22
0.01,28630,22
0.01,28631,22
0.00,28632,21
-0.00,28633,21
0.01,28635,21
0.01,28634,21
0.00,28636,21
0.00,28637,20
-0.00,28638,20
-0.00,28639,20
0.00,28640,20
0.00,28641,20
-0.01,28642,20
-0.01,28643,20
0.00,28644,21
-0.01,28645,21
-0.01,28646,22
-0.02,28647,22
-0.02,28649,22
-0.02,28648,22
-0.01,28650,22
-0.00,28651,22
0.00,28652,22
0.00,28653,22
0.01,28654,22
0.01,28655,22
0.00,28656,21
0.00,28657,21
-0.00,28658,21
0.00,28659,21
0.00,28660,21
0.00,28661,20
-0.00,28663,20
-0.00,28662,20
-0.01,28664,20
0.00,28665,20
-0.00,28666,20
-0.00,28667,20
-0.01,28668,21
-0.02,28669,21
-0.01,28670,22
-0.01,28671,22
-0.01,28672,22
-0.01,28674,22
-0.01,28673,22
0.01,28675,22
0.01,28676,22
0.00,28677,22
0.00,28678,22
-0.00,28679,22
0.01,28680,21
0.00,28681,21
0.00,28682,21
-0.00,28684,21
0.00,28683,21
0.01,28685,20
0.00,28686,20
0.00,28687,20
-0.00,28688,20
-0.00,28689,20
0.00,28690,20
-0.01,28692,21
-0.01,28691,21
-0.02,28693,22
-0.01,28694,22
-0.01,28695,22
-0.01,28696,22
-0.01,28697,22
-0.00,28698,22
-0.00,28699,22
0.00,28701,22
0.00,28702,22
0.00,28703,22
0.01,28705,21
0.01,28704,21
0.00,28706,21
-0.00,28707,21
-0.00,28708,21
0.01,28709,20
0.00,28710,20
0.00,28711,20
-0.00,28712,20
-0.00,28713,20
-0.02,28714,21
-0.01,28715,22
-0.01,28717,22
-0.01,28716,22
-0.00,28718,22
0.01,28720,22
0.01,28719,22
0.01,28721,22
0.01,28722,22
0.00,28727,22
0.00,28725,22
0.00,28723,22
0.00,28724,22
-0.00,28728,21
0.00,28730,21
0.01,28729,21
0.00,28731,21
-0.00,28732,21
-0.00,28733,20
0.00,28734,20
0.00,28735,20
0.00,28736,20
-0.00,28737,20
-0.01,28738,20
-0.00,28739,20
-0.01,28740,21
-0.01,28741,21
-0.02,28742,22
-0.02,28743,22
-0.02,28744,22
-0.01,28745,22
-0.00,28746,22
-0.00,28747,22
0.00,28748,22
0.01,28749,22
0.00,28750,22
0.00,28752,21
0.00,28751,21
0.00,28754,21
-0.00,28753,21
0.00,28755,21
-0.00,28756,20
-0.00,28757,20
-0.01,28759,20
-0.01,28758,20
0.00,28760,20
0.00,28761,20
0.00,28762,20
0.00,28763,20
0.00,28764,21
-0.01,28765,21
-0.02,28767,22
-0.02,28766,22
-0.01,28768,22
-0.01,28769,22
-0.01,28770,22
0.00,28771,22
0.00,28772,22
0.00,28773,22
0.01,28774,22
0.01,28775,22
0.00,28776,21
-0.00,28777,21
-0.00,28778,21
-0.00,28779,21
-0.00,28781,20
-0.00,28780,21
-0.01,28782,20
-0.01,28783,20
-2.01,28785,20
-2.01,28784,20
-1.90,28787,20
-1.90,28786,20
-1.53,28789,21
-1.72,28788,21
-5.00,28790,22
-4.86,28791,22
-4.42,28792,22
-3.91,28793,22
-7.25,28795,22
-3.43,28794,22
-6.26,28796,22
-5.57,28798,22
-5.57,28797,22
-4.92,28799,22
-8.70,28800,21
-8.22,28801,21
-7.44,28802,21
-6.64,28803,21
-5.89,28804,21
-9.53,28805,20
-8.94,28806,20
-8.09,28807,20
-7.24,28808,20
-6.45,28809,20
-5.74,28810,20
-9.70,28811,21
-9.09,28812,21
-8.18,28813,22
-7.24,28814,22
-10.03,28815,22
-10.03,28816,22
-9.33,28817,22
-7.38,28818,22
-6.49,28819,22
-9.45,28821,21
-10.13,28820,22
-8.51,28823,21
-8.51,28822,21
-6.69,28824,21
-10.26,28825,21
-9.56,28826,21
-8.63,28828,20
-8.63,28827,20
-7.69,28829,20
-10.34,28831,20
-10.34,28830,20
-8.70,28832,20
-8.70,28833,20
-6.84,28835,21
-6.84,28834,21
-6.01,28836,22
-9.39,28837,22
-9.39,28838,22
-7.41,28839,22
-7.41,28840,22
-6.48,28841,22
-11.00,28842,22
-9.27,28843,22
-11.44,28845,21
-12.36,28844,21
-9.11,28846,21
-8.05,28847,21
-7.11,28848,20
-7.11,28849,20
-12.05,28851,20
-12.05,28850,20
-11.30,28852,20
-11.30,28853,20
-10.23,28854,20
-9.15,28855,20
-8.14,28856,20
-7.22,28857,21
-12.41,28858,21
-11.62,28859,22
-10.43,28860,22
-9.21,28861,22
-8.07,28862,22
-7.06,28863,22
-12.57,28864,22
-11.86,28865,22
-10.72,28866,22
-9.54,28867,22
-8.44,28868,22
-13.35,28869,21
-12.48,28870,21
-10.05,28872,21
-11.27,28871,21
-7.93,28874,20
-8.93,28873,21
-13.11,28875,20
-12.36,28876,20
-11.24,28877,20
-10.09,28878,20
-9.03,28879,20
-13.17,28880,21
-12.35,28882,22
-9.87,28884,22
-11.13,28883,22
-13.35,28886,22
-8.70,28885,22
-12.42,28887,22
-9.91,28889,22
-9.91,28888,22
-7.75,28891,21
-7.75,28890,21
-12.70,28892,21
-11.98,28893,21
-10.89,28894,21
-9.76,28895,21
-8.72,28896,21
-10.35,28897,20
-9.48,28898,20
-8.51,28899,20
-7.60,28900,20
-6.79,28902,20
-6.78,28901,20
-6.08,28903,21
-3.77,28905,22
-2.45,28907,22
-4.71,28904,22
-2.84,28906,22
-1.85,28908,22
-1.85,28909,22
-1.60,28911,22
-1.60,28910,22
-1.38,28912,22
-1.20,28914,21
-1.20,28915,21
-1.38,28913,22
-0.88,28917,21
-0.88,28916,21
-0.76,28918,21
-0.66,28919,21
-0.58,28920,20
-0.51,28921,20
-0.41,28922,20
-0.36,28923,20
-0.31,28924,20
-0.28,28925,20
-0.25,28926,20
-0.23,28927,21
-0.18,28928,21
-0.15,28929,22
-0.13,28930,22
-0.12,28931,22
-0.10,28932,22
-0.07,28933,22
-0.06,28934,22
-0.04,28935,22
-0.04,28936,22
-0.02,28937,22
-0.02,28938,22
-0.02,28939,21
-0.02,28941,21
-0.02,28940,21
-0.01,28942,21
-0.01,28943,21
-0.01,28944,20
-0.01,28945,20
-0.01,28946,20
-0.01,28947,20
-0.00,28948,20
-0.00,28949,20
-0.01,28950,20
-0.02,28951,21
-0.02,28952,21
-0.01,28953,22
-0.01,28954,22
-0.01,28955,22
-0.01,28957,22
-0.01,28956,22
0.00,28958,22
0.01,28959,21
0.00,28960,18
-0.09,28961,14
-0.19,28962,10
-0.21,28963, 6
0.00,28965, 0
0.00,28964, 2
0.00,28966, 0
0.00,28967, 0
0.00,28968, 0
0.00,28969, 0
0.00,28970, 0
0.00,28971, 0
0.00,28972, 0
0.00,28973, 0
0.00,28974, 0
0.00,28975, 0
0.00,28976, 0
0.00,28977, 0
0.00,28978, 0
0.00,28979, 0
0.00,28980, 0
0.00,28981, 0
0.00,28982, 0
0.00,28983, 0
0.00,28984, 0
0.00,28985, 0
0.00,28986, 0
0.00,28987, 0
0.00,28988, 0
0.00,28989, 0
0.00,28990, 0
0.00,28991, 0
0.00,28992, 0
0.00,28993, 0
0.00,28994, 0
0.00,28995, 0
0.00,28996, 0
0.00,28997, 0
0.00,28998, 0
0.00,28999, 0
0.00,29000, 0
0.00,29001, 0
0.00,29002, 0
0.00,29003, 0
0.00,29004, 0
0.00,29005, 0
0.00,29006, 0
0.00,29008, 0
0.00,29007, 0
0.00,29009, 0
0.00,29010, 0
0.00,29011, 0
0.00,29012, 0
0.00,29013, 0
0.00,29014, 0
0.00,29015, 0
0.00,29016, 0
0.00,29017, 0
0.00,29018, 0
0.00,29019, 0
0.00,29020, 0
0.00,29021, 0
0.00,29022, 0
0.00,29023, 0
0.00,29024, 0
0.00,29026, 0
0.00,29027, 0
0.00,29028, 0
0.00,29029, 0
0.00,29030, 0
0.00,29031, 0
0.00,29032, 0
0.00,29033, 0
0.00,29034, 0
0.00,29035, 0
0.00,29036, 0
0.00,29037, 0
0.00,29038, 0
0.00,29039, 0
0.00,29040, 0
0.00,29041, 0
0.00,29042, 0
0.00,29043, 0
0.00,29044, 0
0.00,29045, 0
0.00,29046, 0
0.00,29047, 0
0.00,29048, 0
0.00,29049, 0
0.00,29050, 0
0.00,29051, 0
0.00,29052, 0
0.00,29053, 0
0.00,29054, 0
0.00,29055, 0
0.00,29057, 0
0.00,29056, 0
0.00,29058, 0
0.00,29059, 0
0.00,29060, 0
0.00,29061, 0
0.00,29062, 0
0.00,29063, 0
0.00,29064, 0
0.00,29065, 0
0.00,29067, 0
0.00,29066, 0
0.00,29068, 0
0.00,29069, 0
0.00,29070, 0
0.00,29072, 0
0.00,29071, 0
0.00,29075, 0
0.00,29074, 0
0.00,29076, 0
0.00,29073, 0
0.00,29077, 0
0.00,29079, 0
0.00,29078, 0
0.00,29080, 0
0.00,29081, 0
0.00,29082, 0
0.00,29083, 0
0.00,29084, 0
0.00,29085, 0
0.00,29086, 0
0.00,29087, 0
0.00,29088, 0
0.00,29089, 0
0.00,29090, 0
0.00,29091, 0
0.00,29092, 0
0.00,29093, 0
0.00,29094, 0
0.00,29095, 0
0.00,29096, 0
0.00,29097, 0
0.00,29098, 0
0.00,29099, 0
0.00,29101, 0
0.00,29100, 0
0.00,29102, 0
0.00,29103, 0
0.00,29104, 0
0.00,29105, 0
0.00,29106, 0
0.00,29107, 0
0.00,29108, 0
0.00,29109, 0
0.00,29111, 1
0.00,29110, 0
0.00,29112, 3
0.00,29113, 5
0.00,29115, 7
0.00,29114, 6
4.78,29116, 8
4.71,29117, 9
4.46,29118,10
4.19,29119,12
3.90,29120,13
3.61,29121,14
15.42,29122,15
15.42,29123,16
14.47,29124,17
13.28,29125,18
12.05,29126,19
26.97,29127,20
26.75,29128,20
25.11,29129,20
39.14,29130,20
37.80,29131,20
35.31,29132,20
45.61,29133,20
43.03,29134,20
39.75,29135,20
36.46,29136,21
33.26,29137,23
41.87,29138,24
38.98,29139,25
35.40,29140,25
31.80,29141,26
39.01,29142,26
36.14,29143,27
29.47,29144,28
29.47,29145,28
30.48,29146,28
34.17,29147,28
31.14,29148,28
27.83,29149,28
24.69,29150,28
21.62,29151,29
18.54,29152,29
15.82,29153,29
13.50,29154,29
10.19,29155,29
8.23,29156,29
6.68,29157,29
5.44,29158,30
3.56,29159,29
2.66,29160,29
0.90,29163,29
2.02,29161,29
1.26,29162,29
0.65,29164,29
0.26,29165,29
0.26,29166,29
0.12,29167,26
0.09,29168,25
0.09,29169,25
-0.29,29170,24
-0.32,29171,24
-0.27,29173,23
-0.30,29172,23
-1.96,29174,22
-1.93,29175,22
-1.76,29176,21
-1.56,29177,21
-1.36,29178,21
-1.19,29179,21
-3.62,29180,20
-3.51,29181,20
-3.21,29182,20
-2.88,29183,20
-2.57,29184,20
-2.29,29185,21
-4.83,29186,21
-4.57,29187,22
-4.11,29188,22
-3.62,29189,23
-3.15,29190,23
-5.12,29192,23
-5.49,29191,23
-4.56,29193,23
-3.47,29195,23
-3.99,29194,23
-5.65,29196,22
-5.34,29197,22
-5.34,29198,22
-4.82,29199,22
-4.28,29200,22
-3.77,29201,21
-6.06,29202,21
-5.66,29203,21
-5.10,29204,21
-4.52,29205,21
-3.53,29207,20
-4.00,29206,20
-5.98,29208,20
-5.62,29209,20
-5.09,29210,20
-4.55,29211,20
-4.05,29212,20
-6.22,29213,21
-5.76,29214,21
-5.14,29215,22
-4.51,29216,22
-3.43,29218,22
-3.94,29217,22
-5.49,29219,22
-5.49,29220,22
-4.91,29221,22
-4.33,29222,22
-3.80,29223,22
-6.08,29224,22
-5.66,29225,21
-5.08,29226,21
-4.49,29227,21
-3.96,29228,21
-3.49,29229,21
-5.06,29232,20
-5.60,29231,20
-5.60,29230,20
-4.01,29233,20
-4.01,29234,20
-3.56,29235,20
-6.04,29236,21
-5.64,29237,21
-5.05,29238,22
-4.45,29239,22
-6.13,29240,22
-3.86,29242,22
-5.65,29244,22
-5.04,29241,22
-5.65,29243,22
-4.46,29246,21
-4.46,29248,21
-4.46,29245,21
-4.46,29247,21
-3.44,29251,21
-3.44,29249,21
-3.44,29250,21
-5.93,29252,21
-5.55,29253,20
-5.01,29254,21
-4.46,29255,21
-3.94,29256,22
-6.17,29257,22
-5.70,29258,23
-5.05,29259,23
-3.79,29261,23
-4.39,29260,23
-5.62,29262,23
-5.62,29263,23
-4.99,29264,23
-4.35,29265,23
-3.77,29266,23
-5.17,29269,27
-5.88,29268,26
-6.37,29267,25
-4.42,29270,29
-6.53,29271,31
-6.53,29272,31
-6.04,29273,32
-5.28,29274,33
-4.47,29275,34
-7.08,29276,35
-5.66,29278,37
-6.49,29277,36
-7.75,29279,38
-6.95,29280,39
-5.95,29281,40
-4.95,29282,41
0.00,29283,42
-8.60,29285,44
-7.96,29284,43
-10.21,29286,45
-8.59,29288,47
-8.59,29287,47
-8.81,29289,48
-7.61,29290,48
-6.53,29291,48
-6.93,29292,48
-6.02,29295,47
-6.04,29293,47
-6.86,29294,47
-5.23,29296,47
-6.35,29297,48
-5.74,29298,49
-5.21,29299,50
-6.52,29300,50
-7.30,29302,52
-7.30,29301,52
-6.91,29303,53
0.00,29304,54
-8.35,29305,55
-10.47,29307,56
-10.05,29306,55
-10.77,29308,57
-9.81,29309,58
-9.16,29310,58
-8.00,29311,59
-7.05,29312,60
-5.83,29313,61
-2.65,29315,62
-4.99,29314,61
-1.68,29316,63
0.83,29317,64
1.92,29318,65
3.38,29319,65
3.77,29320,66
4.12,29321,66
3.12,29322,66
2.97,29323,65
1.10,29324,65
-0.39,29325,65
-1.20,29326,65
-1.93,29327,65
-2.10,29328,66
-2.22,29329,67
-1.67,29330,67
-1.51,29331,68
-0.57,29332,69
0.20,29333,70
0.62,29334,70
1.03,29335,71
1.24,29336,72
1.11,29337,72
1.17,29338,73
0.17,29339,74
-0.08,29341,75
0.17,29340,74
-0.51,29342,75
-0.74,29343,76
-0.79,29344,77
-0.88,29345,77
-0.65,29346,78
-0.35,29347,79
-0.24,29348,79
0.12,29349,80
0.53,29351,81
0.38,29350,80
0.67,29352,81
0.65,29353,82
0.44,29354,82
0.19,29355,82
-0.18,29357,82
-0.18,29356,82
-0.35,29358,81
-0.42,29359,81
-0.42,29360,81
-0.46,29361,81
-0.30,29362,81
-0.11,29363,80
0.28,29366,79
0.33,29367,79
0.06,29364,79
0.16,29365,79
0.06,29369,79
-0.14,29370,80
0.20,29368,79
-0.24,29372,81
-0.25,29371,81
-0.13,29373,81
-0.13,29374,81
0.03,29375,81
0.03,29377,81
0.03,29376,81
0.13,29378,81
0.18,29379,80
0.18,29380,80
0.19,29382,80
0.19,29381,80
0.16,29384,79
0.23,29383,80
0.16,29385,79
0.08,29386,79
-0.00,29387,79
-0.05,29388,79
-0.11,29389,79
-0.14,29390,79
-0.14,29391,79
-0.15,29392,78
-0.10,29393,78
-0.04,29394,78
-0.02,29395,79
0.04,29396,79
0.08,29397,79
0.10,29398,80
0.09,29400,81
0.09,29399,81
0.05,29401,81
0.00,29402,81
-0.02,29403,81
-0.06,29404,81
-0.08,29405,81
-0.08,29406,81
-0.09,29407,81
-0.07,29408,81
-0.03,29409,81
0.00,29410,80
0.05,29412,80
0.05,29411,80
0.06,29413,80
0.06,29414,80
0.07,29415,80
0.05,29416,80
0.02,29417,80
-0.01,29418,80
-0.02,29419,80
-0.04,29420,80
-0.05,29421,80
-0.05,29422,80
-0.03,29424,79
-0.05,29423,80
-0.00,29425,79
-0.00,29426,79
0.02,29427,78
0.04,29428,78
0.04,29429,78
0.05,29430,78
0.04,29431,78
0.02,29432,78
0.00,29433,78
-0.01,29434,79
-0.02,29435,79
-0.03,29436,79
-0.05,29437,80
-0.04,29438,80
-0.03,29441,81
-0.04,29439,81
-0.03,29440,81
0.00,29442,81
0.00,29443,81
0.02,29445,81
0.01,29444,81
0.02,29446,81
0.02,29447,80
0.02,29448,80
0.02,29449,80
0.01,29450,79
-1.43,29452,79
-0.39,29451,79
-1.98,29453,79
-4.57,29454,79
-4.57,29455,79
-5.86,29456,79
-6.05,29457,78
-5.76,29458,78
-6.87,29459,78
-5.16,29460,78
-3.56,29461,78
-2.26,29462,78
-1.93,29463,79
-0.87,29464,79
-0.54,29466,80
-0.54,29465,80
-1.30,29467,81
-1.30,29468,81
-2.19,29469,81
-2.89,29470,81
-3.56,29471,81
-4.09,29472,81
-5.11,29473,81
-4.46,29475,81
-4.89,29474,81
-5.43,29476,81
-4.05,29477,81
-2.83,29478,81
-1.92,29479,80
-1.94,29480,80
-1.17,29481,80
-0.88,29482,80
-1.24,29483,80
-1.27,29484,80
-1.67,29485,80
-2.26,29486,80
-2.94,29487,79
-3.35,29488,79
-3.68,29489,79
-4.49,29490,79
-4.19,29491,79
-3.85,29492,78
-3.99,29493,78
-4.25,29494,77
-4.62,29495,77
-5.23,29496,77
-5.74,29497,78
-6.06,29498,78
-6.38,29499,78
-6.87,29500,79
-6.61,29501,79
-6.37,29502,79
-6.69,29503,80
-5.95,29504,80
-5.41,29505,81
-5.69,29506,81
-4.91,29507,81
-4.46,29508,81
-4.90,29509,81
-4.36,29510,81
-4.19,29511,81
-4.87,29512,81
-4.53,29513,80
-4.53,29514,80
-5.37,29515,80
-5.05,29516,78
-4.96,29517,76
-5.61,29518,73
-4.78,29519,70
-3.41,29521,64
-5.46,29520,67
-1.96,29522,61
-0.92,29523,58
0.26,29524,56
1.27,29525,55
1.27,29526,54
1.47,29527,54
1.38,29528,53
-1.22,29529,52
-3.42,29531,52
-1.22,29530,52
-4.03,29532,52
-5.57,29533,51
-5.68,29534,51
-6.44,29535,51
-6.02,29536,50
-5.64,29538,50
-5.64,29537,50
-5.09,29539,50
-5.07,29540,50
-4.44,29541,50
-3.57,29542,50
-2.79,29543,51
-2.20,29544,51
-0.80,29545,51
-0.13,29546,51
0.70,29547,51
1.10,29548,51
1.21,29549,51
1.26,29550,51
0.92,29551,51
0.75,29552,51
0.34,29553,51
0.14,29554,51
-0.12,29555,51
-0.24,29556,51
-0.31,29557,50
-0.33,29558,49
-0.27,29559,47
-0.23,29560,46
-0.20,29561,45
-0.03,29563,43
-0.08,29562,44
0.04,29564,43
0.06,29565,43
0.08,29566,42
0.08,29567,41
0.07,29568,39
0.06,29569,37
0.05,29570,35
0.06,29571,32
0.05,29572,30
0.05,29573,27
0.06,29574,26
0.06,29575,25
0.04,29576,25
0.04,29577,23
0.03,29578,23
0.03,29579,23
0.02,29580,23
0.02,29581,22
0.02,29582,22
0.02,29583,22
0.01,29584,22
-0.00,29585,21
-0.00,29586,21
0.00,29587,21
0.01,29588,21
0.01,29589,20
0.00,29590,20
0.00,29591,20
0.01,29593,20
0.01,29592,20
0.02,29594,20
0.03,29595,21
0.01,29596,21
0.01,29597,22
0.01,29598,22
0.01,29599,22
0.00,29600,22
-0.01,29601,22
-0.01,29602,22
-0.01,29603,22
-0.01,29604,22
-0.01,29605,22
-0.01,29606,22
-0.00,29607,22
0.00,29608,21
0.01,29609,21
-0.00,29610,21
0.00,29611,21
0.00,29612,21
0.01,29613,21
0.00,29614,20
0.00,29616,20
0.00,29615,20
0.01,29617,20
0.01,29619,20
0.01,29618,20
0.02,29620,20
0.01,29621,21
0.01,29622,22
0.01,29623,22
0.01,29624,22
0.01,29625,22
-0.00,29626,22
-0.01,29627,23
-0.01,29628,22
-0.02,29629,22
-0.02,29631,22
-0.02,29630,22
-0.02,29632,22
-0.02,29633,22
-0.01,29635,21
-0.01,29634,22
-0.01,29636,21
-0.01,29637,21
-0.00,29638,20
0.01,29641,20
0.01,29640,20
0.01,29642,20
0.01,29639,20
0.03,29644,20
0.03,29643,20
0.03,29645,20
0.02,29646,20
0.03,29647,21
0.03,29648,22
0.02,29649,22
0.02,29650,22
0.01,29652,22
0.01,29651,22
0.00,29653,23
-0.00,29654,22
-0.00,29655,21
0.00,29656,18
0.10,29657,14
0.21,29658,10
0.25,29659, 7
0.26,29660, 3
0.26,29661, 0
0.26,29662, 0
0.26,29663, 0
0.26,29664, 0
0.26,29665, 0
0.26,29666, 0
0.26,29667, 0
0.26,29668, 0
0.26,29669, 0
0.26,29671, 0
0.26,29670, 0
0.26,29673, 0
0.26,29672, 0
0.26,29674, 0
0.26,29675, 0
0.26,29676, 0
0.26,29678, 0
0.26,29680, 0
0.26,29677, 0
0.26,29679, 0
0.26,29681, 0
0.26,29682, 0
0.26,29683, 0
0.26,29685, 0
0.26,29684, 0
0.26,29686, 0
0.26,29687, 0
0.26,29689, 0
0.26,29688, 0
0.26,29690, 0
0.26,29691, 0
0.26,29692, 0
0.26,29693, 0
0.26,29694, 0
0.26,29695, 0
0.26,29696, 0
0.26,29697, 0
0.26,29698, 0
