,steer,nombre
4872,0.0,32786.0
26065,5.23,59483.0
7105,-0.08,35698.0
17999,-10.32,51417.0
2432,0.16,29385.0
8288,0.01,36912.0
2505,-5.76,29458.0
13353,-0.01,45649.0
5909,0.01,34270.0
15063,9.03,47722.0
27724,32.29,61142.0
7814,0.01,36424.0
950,-0.01,26443.0
14040,-0.01,46358.0
15647,5.77,48905.0
6048,0.0,34410.0
17123,-16.04,50541.0
18062,-9.78,51480.0
4596,-5.48,32510.0
4055,-0.0,31958.0
28222,-12.05,61640.0
7748,-0.35,36355.0
6869,-0.01,35237.0
12321,-0.11,44596.0
25620,-12.07,59038.0
15898,0.01,49162.0
27507,-19.54,60925.0
2252,-4.52,29205.0
23166,-12.2,56584.0
885,20.56,26378.0
26707,31.16,60125.0
25228,-10.21,58646.0
502,-0.0,25856.0
26184,-7.51,59602.0
6475,-3.06,34840.0
15924,0.02,49188.0
26239,9.2,59657.0
18269,9.64,51687.0
9673,0.0,39306.0
7732,-2.72,36339.0
19348,-8.09,52766.0
28568,23.42,61986.0
4319,-0.36,32222.0
16683,-0.54,49993.0
25152,-36.55,58570.0
5592,0.07,33655.0
6732,-4.81,35100.0
15526,0.0,48782.0
21173,-5.53,54591.0
2113,-0.58,28920.0
27635,15.4,61053.0
20853,-7.3,54271.0
20950,-9.32,54368.0
6502,-1.95,34870.0
8230,-0.0,36854.0
21909,-5.23,55327.0
24805,-28.73,58223.0
28289,9.91,61707.0
3035,0.0,30075.0
26369,5.47,59787.0
8358,0.01,36985.0
24063,-15.14,57481.0
4261,-8.25,32164.0
29971,26.9,63389.0
17207,13.07,50625.0
1956,0.0,28762.0
31414,8.93,64832.0
4736,-0.0,32650.0
13674,0.0,45976.0
28591,-31.01,62009.0
5839,-0.1,34201.0
18326,9.57,51744.0
15650,4.58,48907.0
29846,-23.51,63264.0
29836,-30.04,63254.0
25815,7.7,59233.0
13133,2.39,45423.0
13717,0.01,46022.0
18446,8.58,51864.0
15541,0.01,48798.0
14913,-0.01,47569.0
794,0.06,26169.0
16679,0.13,49990.0
24278,19.61,57696.0
9086,-0.01,37883.0
18779,24.31,52197.0
11667,0.0,43855.0
17152,-9.39,50570.0
4200,-9.68,32102.0
30156,-9.79,63574.0
24014,5.55,57432.0
19036,-19.91,52454.0
16603,3.38,49914.0
18137,14.79,51555.0
25413,-29.97,58831.0
10572,0.0,41356.0
27755,-10.65,61173.0
16073,0.0,49337.0
14497,-0.04,47145.0
14056,0.01,46375.0
724,10.12,26098.0
25193,13.49,58611.0
16980,7.94,50293.0
22038,5.35,55456.0
11100,-0.01,42359.0
1849,0.0,28653.0
30462,22.72,63880.0
23680,10.27,57098.0
30351,35.99,63769.0
23074,-40.24,56492.0
8570,8.81,37354.0
743,11.96,26119.0
27826,12.65,61244.0
15262,1.54,48045.0
16474,0.01,49783.0
18047,-10.71,51465.0
15513,0.0,48771.0
6363,-0.01,34729.0
9356,0.01,38165.0
23025,6.64,56443.0
17320,-12.1,50738.0
140,4.86,25412.0
21772,-32.39,55190.0
19957,5.96,53375.0
21631,-12.45,55049.0
7059,-0.0,35635.0
18769,23.24,52187.0
13581,38.82,45880.0
14828,0.0,47485.0
6765,10.8,35133.0
19164,-10.51,52582.0
20812,6.9,54230.0
27895,-8.77,61313.0
18789,23.1,52207.0
6281,0.0,34648.0
23648,20.46,57066.0
30540,9.79,63958.0
29221,-21.48,62639.0
11039,0.0,42298.0
17672,-40.49,51090.0
14260,0.0,46582.0
15210,9.91,47993.0
12350,26.95,44626.0
647,0.18,26020.0
31396,10.8,64814.0
19350,-8.33,52768.0
9700,-15.26,39333.0
14981,0.0,47637.0
13847,11.76,46160.0
30560,8.94,63978.0
24715,-27.52,58133.0
4062,-0.01,31965.0
29314,11.31,62732.0
10628,-7.24,41412.0
16563,7.03,49874.0
20043,9.61,53461.0
12944,0.04,45234.0
3740,-0.01,30784.0
15490,0.01,48746.0
17539,-26.75,50957.0
15363,-0.12,48616.0
12564,-0.01,44844.0
20523,-6.22,53941.0
16214,0.01,49478.0
17052,6.68,50364.0
12180,0.03,44400.0
20119,-6.99,53537.0
16359,0.01,49622.0
4916,0.0,32830.0
10608,-4.44,41392.0
13665,0.0,45967.0
27324,-8.09,60742.0
686,10.65,26059.0
13086,12.64,45376.0
29281,-40.24,62699.0
29727,8.52,63145.0
1453,0.02,27659.0
21978,5.71,55396.0
31774,10.43,65192.0
7153,-0.01,35747.0
12313,-0.2,44588.0
12198,-0.01,44418.0
29259,-26.56,62677.0
30439,-34.36,63857.0
25542,16.11,58960.0
20870,5.0,54288.0
14894,0.0,47551.0
4602,-3.6,32516.0
11924,-0.01,44128.0
31700,8.67,65118.0
26209,25.95,59627.0
5617,-0.03,33680.0
6474,-2.76,34841.0
3618,-10.13,30662.0
31416,9.19,64834.0
334,0.01,25607.0
17047,6.17,50360.0
15316,-0.01,48101.0
7030,0.0,35604.0
22902,22.07,56320.0
2398,0.38,29350.0
29677,10.69,63095.0
15824,0.01,49087.0
30715,12.68,64133.0
26849,-10.23,60267.0
5778,-0.01,33842.0
9192,5.68,37990.0
10445,-14.38,41228.0
23754,21.34,57172.0
11105,0.01,42364.0
27568,8.64,60986.0
8214,0.0,36838.0
24985,5.84,58403.0
4417,-2.66,32331.0
17783,-32.39,51201.0
20740,7.09,54158.0
13070,36.72,45360.0
29249,-17.34,62667.0
9413,-0.01,38222.0
31147,-28.27,64565.0
30909,18.46,64327.0
2133,-0.02,28941.0
28567,-23.42,61985.0
21376,5.74,54794.0
29185,-36.32,62603.0
31371,-41.72,64789.0
25370,22.18,58788.0
26538,-7.82,59956.0
2887,-0.0,29926.0
2452,-0.08,29405.0
15864,-0.01,49128.0
25986,-19.04,59404.0
15309,0.01,48094.0
14888,-0.01,47545.0
11595,33.54,43782.0
18089,-9.73,51507.0
15606,-0.01,48863.0
1930,0.0,28736.0
22299,-7.51,55717.0
9947,-9.69,39580.0
28298,-9.76,61716.0
16235,-0.05,49499.0
4228,-7.34,32131.0
23877,-6.92,57295.0
30199,10.39,63617.0
30666,12.67,64084.0
26480,-9.91,59898.0
13709,0.0,46014.0
17466,10.03,50884.0
15036,4.85,47694.0
28176,-10.03,61594.0
6027,-0.01,34389.0
25865,7.97,59283.0
29424,11.57,62842.0
8142,1.38,36756.0
2248,-3.77,29201.0
25200,-7.71,58618.0
5215,-11.88,33129.0
13929,0.95,46243.0
25814,-8.27,59232.0
433,-8.43,25785.0
13364,0.01,45660.0
5743,0.07,33807.0
26397,6.63,59815.0
2037,-9.27,28843.0
7134,0.0,35727.0
14752,3.83,47406.0
27666,-8.43,61084.0
17590,10.13,51008.0
16874,-0.01,50187.0
30411,-12.65,63829.0
15155,7.78,47816.0
6391,-0.49,34757.0
10471,-19.77,41254.0
2586,-5.09,29539.0
19775,11.82,53193.0
8094,40.59,36710.0
22929,-18.61,56347.0
12206,-0.0,44425.0
1674,0.0,28475.0
21010,6.97,54428.0
19275,-20.94,52693.0
9526,-1.79,38876.0
5932,-0.0,34292.0
17341,-62.31,50759.0
27954,8.89,61372.0
8670,-0.18,37466.0
2684,-0.01,29637.0
28208,-11.0,61626.0
657,0.08,26030.0
15543,-0.0,48800.0
8430,29.62,37213.0
16160,0.01,49424.0
18555,35.99,51973.0
19163,-12.08,52581.0
22767,-6.27,56185.0
12102,0.01,44309.0
24864,20.56,58282.0
28562,15.69,61980.0
456,-1.08,25810.0
17621,9.48,51039.0
31287,-17.91,64705.0
17145,-12.4,50563.0
11521,0.01,43224.0
15339,-0.01,48124.0
24090,29.42,57508.0
16586,5.25,49896.0
10800,-4.56,41597.0
28253,13.35,61671.0
16399,0.01,49708.0
29078,-8.67,62496.0
1618,-0.01,28273.0
17347,-38.85,50765.0
1667,-0.01,28322.0
18419,14.38,51837.0
2848,-0.0,29887.0
6543,-6.2,34911.0
24821,-27.66,58239.0
18045,-12.38,51463.0
28771,-15.42,62189.0
27440,-6.88,60858.0
13753,0.0,46061.0
18008,-22.85,51426.0
7222,-0.01,35816.0
4301,-3.82,32204.0
28664,-9.54,62082.0
22258,-9.61,55676.0
23701,-17.36,57119.0
21837,-5.88,55255.0
8292,0.0,36917.0
6022,-0.0,34384.0
14467,-0.03,46795.0
9359,0.02,38168.0
31362,63.94,64780.0
5661,-1.63,33724.0
15489,-0.01,48745.0
1470,0.01,27674.0
8648,-0.01,37432.0
9786,-0.0,39419.0
28139,39.12,61557.0
17307,-12.67,50725.0
16149,-0.01,49413.0
8253,-0.0,36877.0
9407,0.01,38216.0
29962,-17.93,63380.0
29621,15.42,63039.0
30972,9.05,64390.0
30597,-46.15,64015.0
5182,-10.63,33096.0
8169,-0.0,36784.0
15261,1.35,48046.0
17127,-19.86,50545.0
2944,-0.0,29984.0
25859,5.53,59277.0
12129,0.01,44336.0
11552,0.25,43254.0
16892,0.02,50205.0
7961,-30.01,36571.0
19626,10.24,53044.0
18399,19.13,51817.0
28744,-13.64,62162.0
25722,-7.08,59140.0
3077,-0.01,30117.0
6506,-2.47,34874.0
29429,-9.78,62847.0
21126,9.46,54544.0
19995,15.42,53413.0
5350,-1.98,33413.0
13788,0.23,46098.0
9999,-0.22,39633.0
4294,-6.91,32197.0
13038,-0.01,45327.0
20645,-10.05,54063.0
27645,12.09,61063.0
22124,7.53,55542.0
24585,-8.73,58003.0
31536,27.03,64954.0
445,-5.05,25800.0
20585,-6.04,54003.0
14126,0.01,46446.0
26221,21.95,59639.0
7979,-18.61,36589.0
5227,-4.71,33141.0
29187,-36.32,62605.0
22850,9.23,56268.0
9962,-7.69,39595.0
9647,0.0,39024.0
1928,0.0,28734.0
11505,-0.1,43208.0
18006,-14.45,51424.0
30271,22.84,63689.0
30584,44.49,64002.0
11691,3.43,43879.0
24492,7.78,57910.0
7642,-6.76,36247.0
1996,-7.44,28802.0
1158,0.0,27363.0
2484,-0.05,29437.0
8584,9.46,37368.0
26472,-12.28,59890.0
5302,12.27,33364.0
1818,-0.01,28621.0
31529,-35.64,64947.0
8029,0.0,36639.0
18590,-27.01,52008.0
15764,8.79,49027.0
29818,-29.42,63236.0
15677,8.98,48937.0
8862,0.0,37660.0
21450,5.08,54868.0
9713,-21.86,39346.0
12210,-0.0,44430.0
1163,-0.01,27368.0
13688,0.01,45993.0
930,-0.04,26423.0
5562,0.21,33625.0
22336,8.01,55754.0
16852,-0.01,50162.0
16553,0.14,49863.0
2958,-0.0,29998.0
7657,-4.22,36262.0
11753,9.91,43946.0
24903,20.03,58321.0
25606,-9.28,59024.0
11638,0.01,43826.0
6721,-0.03,35089.0
21807,5.73,55225.0
26157,6.45,59575.0
21769,39.54,55187.0
10575,-0.0,41359.0
7629,-5.12,36234.0
1362,2.06,27568.0
24919,31.99,58337.0
26558,-6.27,59976.0
23897,-7.64,57315.0
26587,7.59,60005.0
4195,-7.22,32098.0
5063,0.0,32977.0
4907,0.01,32821.0
19946,-16.94,53364.0
15873,0.0,49137.0
823,0.01,26198.0
21750,-25.29,55168.0
9888,-8.77,39521.0
5155,-9.53,33068.0
11460,-20.56,43163.0
23617,-18.1,57035.0
30622,10.03,64040.0
18867,-13.66,52285.0
10243,-0.13,40561.0
21447,-6.33,54865.0
19869,9.53,53287.0
10632,-8.61,41416.0
12824,-17.35,45112.0
5558,0.04,33621.0
21099,-5.23,54517.0
12428,0.0,44705.0
10196,-0.0,39840.0
11603,12.97,43790.0
16084,0.0,49348.0
20311,-12.36,53729.0
4674,-0.0,32588.0
22889,-27.37,56307.0
15991,0.0,49256.0
27744,16.35,61162.0
9391,-0.01,38200.0
5603,-0.0,33666.0
23340,-5.96,56758.0
16781,-0.01,50092.0
18406,15.42,51824.0
16307,4.56,49571.0
3291,-1.81,30333.0
7585,-6.96,36190.0
7314,-8.84,35908.0
28080,-10.72,61498.0
7026,0.01,35602.0
14721,5.26,47373.0
25243,14.16,58661.0
26590,-7.09,60008.0
3425,-4.25,30468.0
16615,0.51,49926.0
22179,-5.52,55597.0
13489,0.01,45786.0
68,12.4,25340.0
11767,6.11,43960.0
9080,-0.0,37877.0
22660,5.83,56078.0
7290,-3.74,35884.0
13720,-0.0,46025.0
13857,7.82,46168.0
16506,-0.01,49815.0
1256,0.0,27462.0
9539,-6.2,38889.0
28719,9.77,62137.0
5323,30.5,33385.0
28823,-34.28,62241.0
1458,-0.02,27664.0
15094,7.74,47754.0
206,0.01,25477.0
8827,-0.01,37624.0
27541,-8.73,60959.0
19684,-31.95,53102.0
19965,5.42,53383.0
1589,-0.0,28245.0
7734,-2.06,36341.0
22791,-5.48,56209.0
10693,-7.8,41477.0
13865,-1.36,46177.0
14048,0.0,46366.0
6640,-2.09,35008.0
29567,9.53,62985.0
12541,0.02,44821.0
29612,-23.04,63030.0
9589,-1.39,38939.0
21835,-5.01,55253.0
28690,-9.26,62108.0
6550,-5.45,34918.0
14353,0.0,46679.0
25977,10.98,59395.0
23319,5.18,56737.0
27248,-8.56,60666.0
8762,-0.01,37559.0
23884,9.55,57302.0
27117,15.26,60535.0
5251,-0.17,33164.0
3449,-7.56,30493.0
20995,-8.65,54413.0
20170,39.44,53588.0
16254,0.01,49518.0
11869,0.81,44073.0
24795,-18.72,58213.0
27983,-14.08,61401.0
2039,-12.36,28844.0
12752,-22.1,45035.0
3129,0.01,30169.0
3446,-5.69,30490.0
8562,11.57,37346.0
26991,10.58,60409.0
21619,-12.4,55037.0
18109,-10.46,51527.0
18061,-10.96,51479.0
7584,-4.51,36189.0
19534,14.29,52952.0
19904,-37.53,53322.0
13815,7.81,46126.0
23851,-7.44,57269.0
20045,8.7,53463.0
30206,-10.24,63624.0
10968,-0.0,41765.0
16981,9.84,50294.0
25893,8.49,59311.0
5508,-1.01,33571.0
17063,7.18,50376.0
6064,0.0,34426.0
10558,-0.01,41342.0
3037,0.0,30077.0
14242,0.01,46564.0
15166,4.59,47827.0
4362,0.0,32265.0
29764,-8.69,63182.0
1437,1.67,27643.0
646,0.23,26019.0
30997,-12.07,64415.0
944,-0.04,26437.0
16960,6.0,50273.0
12271,-0.0,44493.0
14798,0.21,47454.0
4231,-4.94,32134.0
11899,0.01,44102.0
11736,9.63,43927.0
4996,-0.01,32909.0
11331,-0.01,42786.0
14461,-0.03,46789.0
10518,-0.18,41302.0
12972,0.0,45262.0
24747,-14.0,58165.0
1146,-0.01,27351.0
8507,9.15,37292.0
28188,-10.26,61606.0
8059,0.0,36670.0
30524,9.13,63942.0
24468,8.61,57886.0
20777,-5.31,54195.0
5207,-9.11,33121.0
29427,-8.72,62845.0
7275,-0.02,35870.0
992,0.01,26486.0
13689,0.01,45994.0
8223,-0.01,36847.0
5353,-1.59,33416.0
7686,-6.43,36291.0
22344,9.39,55762.0
31709,-8.75,65127.0
8672,-0.18,37468.0
30354,-30.04,63772.0
9984,-2.09,39617.0
20130,10.72,53548.0
31211,-10.7,64629.0
15630,-0.01,48888.0
28711,8.32,62129.0
12625,0.01,44906.0
17188,24.84,50606.0
24986,-5.84,58404.0
18195,17.74,51613.0
12387,1.14,44664.0
14777,-1.36,47432.0
9056,0.0,37853.0
25942,-8.0,59360.0
1001,-0.09,27206.0
22418,9.35,55836.0
3913,-0.01,31376.0
11616,2.33,43802.0
14772,-0.47,47426.0
18495,23.3,51913.0
9040,-0.01,37837.0
25233,10.91,58651.0
637,0.08,26010.0
18397,22.24,51815.0
8329,0.01,36952.0
18079,-13.08,51497.0
24068,14.09,57486.0
30080,-14.38,63498.0
24738,15.15,58156.0
8168,0.0,36782.0
462,-0.33,25816.0
14622,-0.01,47272.0
1870,-0.01,28673.0
22566,-30.52,55984.0
7183,0.0,35778.0
13953,0.05,46267.0
12679,15.24,44961.0
25185,25.26,58603.0
25471,-17.49,58889.0
12016,0.0,44220.0
23975,-9.71,57393.0
28854,-9.88,62272.0
14673,11.69,47325.0
14952,0.02,47609.0
30028,-18.84,63446.0
14921,0.01,47578.0
26196,-20.23,59614.0
30785,17.23,64203.0
23919,-8.65,57337.0
19942,-22.04,53360.0
21225,14.3,54643.0
19990,-11.85,53408.0
12833,-17.87,45121.0
9870,-8.17,39503.0
5119,-6.03,33033.0
16587,5.18,49897.0
21884,5.0,55302.0
23694,13.05,57112.0
2991,0.0,30031.0
14173,0.01,46494.0
20289,-6.84,53707.0
6344,-0.01,34710.0
23370,-5.81,56788.0
4582,-4.18,32496.0
24162,9.78,57580.0
29120,-27.11,62538.0
27596,-25.56,61014.0
10847,-11.93,41644.0
29004,8.0,62422.0
14568,-0.04,47217.0
6688,-0.0,35056.0
2046,-11.3,28852.0
28242,-8.07,61660.0
11003,-0.12,42262.0
27822,10.1,61240.0
2330,0.0,29283.0
29973,24.41,63391.0
11172,-0.01,42430.0
27966,12.68,61384.0
22222,12.65,55640.0
15891,0.01,49155.0
28536,-9.12,61954.0
28326,37.8,61744.0
17801,8.62,51219.0
6558,-3.98,34926.0
23179,14.85,56597.0
4581,-4.8,32495.0
27474,16.72,60892.0
12909,10.41,45199.0
25567,8.84,58985.0
16554,1.64,49864.0
25838,-6.73,59256.0
5843,-0.1,34204.0
20840,6.99,54258.0
3754,0.01,30798.0
16799,0.01,50110.0
19182,28.56,52600.0
26385,5.48,59803.0
26648,-5.94,60066.0
12677,10.36,44960.0
28647,9.44,62065.0
30187,9.76,63605.0
607,32.29,25980.0
2132,-0.02,28939.0
13519,-0.01,45818.0
3878,0.01,31341.0
21442,5.52,54860.0
9432,0.01,38241.0
23469,6.8,56887.0
801,0.02,26177.0
3103,0.01,30144.0
2138,-0.01,28945.0
24483,-6.77,57901.0
13053,20.63,45343.0
11482,-0.79,43185.0
10778,-0.49,41563.0
854,0.0,26229.0
13114,-0.05,45405.0
22430,8.93,55848.0
10134,-0.05,39778.0
13955,0.02,46269.0
21304,6.1,54722.0
21850,5.62,55268.0
29817,29.42,63235.0
22846,5.01,56264.0
31386,10.17,64804.0
18158,15.64,51576.0
21337,-6.38,54755.0
12539,0.02,44818.0
7724,-6.08,36329.0
13074,30.45,45364.0
30707,15.76,64125.0
12412,-0.01,44689.0
21808,-5.73,55226.0
5019,-0.01,32933.0
22766,6.73,56184.0
13409,0.0,45705.0
19891,6.32,53309.0
15859,-0.01,49123.0
28493,9.77,61911.0
7175,-0.01,35771.0
29417,-10.82,62835.0
26377,6.83,59795.0
22709,-5.73,56127.0
18756,22.64,52174.0
15305,0.0,48090.0
8,0.0,25281.0
10098,-8.56,39742.0
30189,9.76,63607.0
3921,-0.0,31384.0
25844,-8.14,59262.0
1199,0.01,27405.0
713,13.44,26088.0
30661,-14.16,64079.0
6245,-0.01,34611.0
5088,0.0,33002.0
31883,-8.35,65301.0
23623,-16.33,57041.0
4579,-6.14,32493.0
25920,-5.72,59338.0
17368,-10.59,50786.0
20371,-13.11,53789.0
17970,-39.18,51388.0
25739,7.05,59157.0
17193,21.75,50611.0
22777,-5.68,56195.0
7039,-0.01,35615.0
19461,8.51,52879.0
25825,8.02,59243.0
2386,0.17,29339.0
22614,5.91,56032.0
12430,-0.0,44707.0
27910,53.48,61328.0
23165,12.2,56583.0
22043,-6.04,55461.0
1787,0.01,28590.0
3525,-0.37,30569.0
10946,0.01,41743.0
8597,7.82,37381.0
20699,-5.61,54117.0
6577,-7.0,34946.0
18526,9.52,51944.0
11123,-0.01,42381.0
10235,0.01,39880.0
18698,-15.24,52116.0
16185,0.01,49449.0
14661,-0.01,47313.0
19349,-8.62,52767.0
14240,0.0,46562.0
2639,0.01,29593.0
25349,-22.64,58767.0
22645,-5.22,56063.0
15367,-0.11,48619.0
12434,0.01,44711.0
1635,0.02,28288.0
28046,9.17,61464.0
11084,-0.0,42343.0
963,-0.02,26456.0
5122,-8.55,33036.0
11371,0.0,42825.0
18220,8.43,51638.0
9115,5.13,37912.0
20163,-27.86,53581.0
8702,-0.01,37498.0
5328,21.88,33390.0
3344,-2.13,30386.0
31920,10.8,65338.0
5742,0.07,33806.0
18487,8.62,51905.0
26920,-9.51,60338.0
13972,-0.01,46287.0
23842,6.3,57260.0
1946,0.0,28751.0
2228,-3.51,29181.0
17040,4.69,50353.0
1865,-0.02,28669.0
3106,-0.0,30146.0
11861,2.56,44062.0
8290,0.0,36915.0
10505,-3.31,41288.0
26561,7.8,59979.0
16763,0.01,50074.0
22094,5.28,55512.0
14948,0.0,47605.0
6168,-0.01,34533.0
21080,9.14,54498.0
8148,0.28,36762.0
15315,-0.01,48100.0
18095,-11.58,51513.0
23307,6.08,56725.0
8266,-0.01,36893.0
22011,-5.21,55429.0
18791,28.11,52209.0
1985,-4.86,28791.0
22303,-5.89,55721.0
22484,8.3,55902.0
9165,5.12,37963.0
8824,0.01,37621.0
22001,-6.05,55419.0
9799,-0.01,39432.0
17002,5.36,50315.0
17747,12.43,51165.0
31221,-10.3,64639.0
26853,-7.81,60271.0
17177,25.56,50595.0
2405,-0.35,29358.0
2880,-0.01,29919.0
20503,-5.49,53921.0
3404,-6.61,30448.0
14645,0.0,47296.0
9100,0.7,37897.0
15539,0.0,48796.0
30025,20.65,63443.0
23845,-9.89,57263.0
30991,-9.28,64409.0
12009,0.0,44214.0
9387,0.0,38196.0
19146,-29.74,52564.0
8689,-0.05,37485.0
5147,-10.14,33061.0
18447,10.23,51865.0
21326,5.87,54744.0
20147,-26.21,53565.0
25060,-7.74,58478.0
15578,-0.01,48835.0
3922,0.0,31385.0
8098,37.23,36712.0
7788,0.01,36398.0
22371,-8.8,55789.0
2445,0.1,29398.0
9571,-22.89,38920.0
14754,1.99,47408.0
26296,-41.72,59714.0
18096,-10.84,51514.0
2563,-5.05,29516.0
25998,-33.17,59416.0
22854,7.87,56272.0
21873,-5.1,55291.0
28316,12.05,61734.0
21171,-5.53,54589.0
4011,0.0,31914.0
28961,8.93,62379.0
12899,8.43,45189.0
2497,0.01,29450.0
7856,-0.01,36466.0
16143,0.0,49407.0
9325,0.01,38134.0
12051,0.0,44256.0
28875,8.03,62293.0
16059,-0.0,49323.0
22350,7.15,55768.0
8954,-0.0,37751.0
27115,17.69,60533.0
12638,-0.0,44920.0
658,0.08,26031.0
26667,24.36,60085.0
14424,7.47,46750.0
19125,-9.22,52543.0
13195,7.7,45490.0
27665,8.43,61083.0
28264,-13.11,61682.0
26718,-23.08,60136.0
687,8.54,26060.0
29704,-8.64,63122.0
10099,-7.59,39743.0
27886,9.79,61304.0
23645,-25.47,57063.0
13244,8.7,45537.0
18082,-10.91,51500.0
627,0.47,26000.0
11713,7.29,43903.0
10636,-10.13,41420.0
21882,5.63,55300.0
29447,-11.32,62865.0
11224,0.18,42483.0
22044,6.04,55462.0
11565,1.11,43748.0
7954,-40.74,36564.0
8373,-0.01,37000.0
23742,21.86,57160.0
4268,-8.2,32171.0
24876,10.83,58294.0
14794,-0.2,47450.0
8254,-0.0,36878.0
27312,-7.22,60730.0
8941,0.02,37738.0
19723,9.64,53141.0
26661,15.95,60079.0
21612,9.86,55030.0
475,-0.02,25829.0
14188,0.0,46509.0
6451,-3.37,34817.0
26527,7.63,59945.0
12714,-1.06,44997.0
20444,-39.14,53862.0
13058,36.65,45348.0
16415,-0.0,49724.0
29280,33.72,62698.0
15995,0.01,49259.0
23468,-7.28,56886.0
10304,-26.8,40622.0
17142,-17.04,50560.0
1168,-0.02,27373.0
30279,17.47,63697.0
14703,6.45,47355.0
16938,5.3,50251.0
23592,9.42,57010.0
4820,-0.01,32734.0
7915,0.0,36525.0
9341,-0.0,38150.0
19365,16.04,52783.0
3859,0.0,31322.0
23818,5.94,57236.0
16817,0.0,50128.0
21191,-8.13,54609.0
12581,0.0,44862.0
156,5.11,25427.0
6733,-4.26,35101.0
31636,-26.95,65054.0
15397,-6.08,48650.0
8464,0.06,37248.0
27925,-58.27,61343.0
2595,1.1,29548.0
5787,0.0,33851.0
3312,-2.12,30354.0
27656,-13.07,61074.0
10741,-1.96,41525.0
25230,-12.94,58648.0
25970,-6.55,59388.0
14199,0.0,46520.0
17276,-14.01,50694.0
10546,0.0,41330.0
11230,0.12,42684.0
23124,-10.64,56542.0
9739,-10.69,39372.0
3711,0.01,30754.0
12916,3.77,45206.0
18787,25.35,52205.0
30121,8.19,63539.0
30458,28.1,63876.0
26217,23.52,59635.0
7215,0.01,35809.0
13314,0.02,45610.0
26703,31.19,60121.0
15782,1.03,49045.0
5224,-6.68,33138.0
15318,-0.0,48104.0
3015,-0.0,30055.0
29575,14.51,62993.0
13047,0.02,45336.0
19042,-10.34,52460.0
6121,0.0,34483.0
29590,-13.98,63008.0
29334,11.76,62752.0
13804,4.68,46115.0
20770,5.43,54188.0
23982,8.69,57400.0
28792,35.63,62210.0
24191,-10.88,57609.0
18837,19.38,52255.0
10940,-0.02,41737.0
18611,-22.72,52029.0
31900,8.3,65318.0
13770,-0.0,46080.0
18705,-10.91,52123.0
20655,-7.05,54073.0
17642,8.25,51060.0
6198,-0.02,34564.0
26295,41.72,59713.0
20309,-11.44,53727.0
4321,-0.29,32224.0
22341,-6.22,55759.0
19987,13.22,53405.0
19065,-41.72,52483.0
22066,6.09,55484.0
2249,-6.06,29202.0
12226,0.01,44446.0
1287,2.3,27492.0
8740,-0.01,37536.0
19851,13.21,53269.0
21445,-6.79,54863.0
13567,11.35,45866.0
25147,26.3,58565.0
9390,-0.01,38199.0
30945,16.11,64363.0
24769,-10.12,58187.0
10,0.0,25282.0
7068,-0.0,35643.0
25357,-26.39,58775.0
10292,-23.86,40610.0
28114,-27.86,61532.0
16737,0.03,50048.0
27682,-8.58,61100.0
24211,-7.41,57629.0
23263,11.32,56681.0
23471,6.11,56889.0
5377,-6.05,33441.0
1983,-1.72,28788.0
19695,27.27,53113.0
25527,-20.47,58945.0
942,-0.04,26435.0
27595,25.56,61013.0
2087,-10.89,28894.0
1312,4.81,27518.0
2345,-5.74,29298.0
30704,-12.33,64122.0
14352,0.01,46677.0
15663,6.48,48921.0
12828,-18.28,45116.0
201,0.01,25473.0
6081,-0.01,34443.0
18637,-8.43,52055.0
5568,-0.15,33631.0
26518,-6.06,59936.0
25118,-7.66,58536.0
27662,-10.56,61080.0
22756,6.22,56174.0
28483,9.48,61901.0
25812,-6.27,59230.0
4486,-5.0,32400.0
920,0.81,26413.0
27116,-17.69,60534.0
7995,-1.81,36605.0
7633,-6.1,36238.0
20729,-5.78,54147.0
1938,-0.02,28744.0
14044,-0.0,46362.0
4274,-9.12,32177.0
4999,-0.01,32913.0
18190,15.42,51608.0
25614,-5.94,59032.0
23642,29.38,57060.0
9076,0.01,37873.0
28798,40.06,62216.0
26264,-37.33,59682.0
30360,-24.35,63778.0
28094,-11.29,61512.0
14730,2.48,47383.0
1213,-0.0,27418.0
28268,-11.24,61686.0
28244,-12.57,61662.0
28095,26.73,61513.0
22517,-7.35,55935.0
27479,-16.02,60897.0
8903,-0.0,37700.0
19634,11.41,53052.0
3222,0.0,30264.0
8745,0.02,37541.0
8966,0.01,37763.0
13909,11.63,46223.0
11314,0.01,42768.0
25765,5.19,59183.0
9542,-9.42,38892.0
3971,-0.15,31874.0
3510,-2.56,30554.0
21753,38.1,55171.0
24066,15.1,57484.0
24758,10.81,58176.0
3552,0.0,30597.0
23805,-5.28,57223.0
55,20.68,25327.0
10810,-14.51,41607.0
9972,-6.86,39605.0
5131,-7.12,33044.0
12113,-0.01,44320.0
29876,-8.35,63294.0
25288,11.5,58706.0
11020,-0.01,42279.0
10022,-0.48,39656.0
15923,0.0,49186.0
4645,-0.0,32560.0
6942,-0.01,35517.0
3431,-4.01,30474.0
25539,-17.7,58957.0
17229,-31.98,50647.0
7138,0.0,35731.0
27640,-18.23,61058.0
6380,-0.0,34746.0
24284,13.91,57702.0
21765,33.72,55183.0
4917,0.0,32831.0
19098,-8.15,52516.0
24512,10.08,57930.0
9882,-8.64,39515.0
12406,-0.05,44683.0
30389,16.57,63807.0
10352,-0.05,40670.0
